,Rank_avg,Review,Year,Genre,Publisher,Game Title,NA_avg,EU_avg,JP_avg,Other_avg,Global_avg
1668,1669,78.0,1999,Sports,Electronic Arts,NCAA Football 2000,0.53,0.36,0.0,0.06,0.95
1669,1670,81.08,2009,Action,Electronic Arts,Brutal Legend,0.52,0.255,0.0,0.125,0.8999999999999999
1670,1671,88.0,2009,Misc,Activision,Guitar Hero: Metallica,0.4,0.42,0.0,0.1,0.9199999999999999
1671,1672,82.0,2008,Fighting,THQ,WWE SmackDown vs. Raw 2009,0.495,0.29000000000000004,0.01,0.125,0.915
1672,1673,72.31999999999998,2010,Shooter,Electronic Arts,Army of Two: The 40th Day,0.5700000000000001,0.22999999999999998,0.0,0.08,0.8899999999999999
1673,1674,54.0,2009,Sports,Activision,Tony Hawk: RIDE,0.69,0.165,0.0,0.08,0.935
1674,1675,74.0,2004,Shooter,Sony Computer Entertainment,Killzone,0.79,0.03,0.0,0.13,0.94
1675,1676,85.33,2003,Racing,Codemasters,Colin McRae Rally 04,0.01,0.71,0.01,0.21,0.94
1676,1677,70.9,2004,Platform,THQ,The SpongeBob SquarePants Movie,0.73,0.19,0.0,0.03,0.94
1677,1678,73.0,1996,Misc,GT Interactive,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,0.52,0.36,0.0,0.06,0.94
1678,1679,78.58,2003,Action,Konami Digital Entertainment,Castlevania: Lament of Innocence,0.46,0.36,0.0,0.12,0.94
1679,1680,89.89,2009,Action,Sega,Bayonetta,0.49,0.24,0.09,0.08,0.895
1680,1681,75.95999999999998,2005,Shooter,THQ,Destroy All Humans!,0.78,0.03,0.0,0.13,0.94
1681,1682,87.16,2005,Sports,Electronic Arts,MVP Baseball 2005,0.7,0.2,0.0,0.03,0.94
1682,1683,75.0,1999,Role-Playing,SquareSoft,SaGa Frontier 2,0.1,0.07,0.71,0.06,0.94
1683,1684,80.0,2009,Sports,Electronic Arts,NCAA Football 10,0.86,0.0,0.0,0.07,0.9299999999999999
1684,1685,80.0,1999,Sports,Sony Computer Entertainment,MLB 2000,0.52,0.35,0.0,0.06,0.94
1685,1686,87.48,2006,Action,Take-Two Interactive,Bully,0.75,0.03,0.04,0.12,0.94
1686,1687,89.0,2003,Action,Ubisoft,Prince of Persia: The Sands of Time,0.57,0.33,0.0,0.04,0.94
1687,1688,83.0,2008,Role-Playing,Sega,Phantasy Star Portable,0.175,0.055,0.63,0.045,0.9099999999999999
1688,1689,85.0,2003,Sports,Sony Computer Entertainment,Hot Shots Golf Fore!,0.46,0.36,0.0,0.12,0.94
1689,1690,89.0,2006,Sports,Sony Computer Entertainment,MLB 06: The Show,0.78,0.03,0.0,0.13,0.94
1690,1691,81.0,2002,Sports,Electronic Arts,NHL 2003,0.46,0.36,0.0,0.12,0.93
1691,1692,75.43,2009,Shooter,Codemasters,Operation Flashpoint: Dragon Rising,0.355,0.44,0.02,0.1,0.91
1692,1693,55.0,2010,Sports,Take-Two Interactive,Nickelodeon Fit,0.74,0.08499999999999999,0.0,0.065,0.89
1693,1694,87.0,2002,Sports,Activision,Tony Hawk's Pro Skater 4,0.59,0.3,0.0,0.04,0.93
1694,1695,78.53,2009,Sports,Electronic Arts,EA Sports Grand Slam Tennis,0.275,0.5,0.02,0.10500000000000001,0.895
1695,1696,77.0,2008,Role-Playing,Sony Computer Entertainment,White Knight Chronicles: International Edition,0.30500000000000005,0.15000000000000002,0.36,0.07500000000000001,0.89
1696,1697,70.0,1999,Platform,Activision,Toy Story 2: Buzz Lightyear to the Rescue!,0.71,0.2,0.0,0.01,0.93
1697,1698,87.0,2007,Sports,Sony Computer Entertainment,MLB 07: The Show,0.77,0.03,0.0,0.13,0.93
1698,1699,76.20999999999998,2008,Shooter,Ubisoft,Brothers in Arms: Hell's Highway,0.425,0.33,0.0,0.14500000000000002,0.9
1699,1700,70.0,1999,Racing,Ubisoft,SnoCross Championship Racing,0.52,0.35,0.0,0.06,0.93
1700,1701,71.0,2003,Action,Konami Digital Entertainment,Teenage Mutant Ninja Turtles,0.45,0.35,0.0,0.12,0.92
1701,1702,56.0,2001,Simulation,Titus,Top Gun: Combat Zones,0.45,0.35,0.0,0.12,0.92
1702,1703,76.67,2006,Role-Playing,Microsoft Game Studios,Blue Dragon,0.29000000000000004,0.315,0.21,0.07500000000000001,0.89
1703,1704,81.06999999999998,2000,Action,Electronic Arts,007: The World is not Enough,0.51,0.35,0.0,0.06,0.92
1704,1705,82.0,2010,Sports,Electronic Arts,NCAA Football 11,0.845,0.0,0.0,0.065,0.91
1705,1706,79.0,1997,Sports,Electronic Arts,NHL 98,0.51,0.35,0.0,0.06,0.92
1706,1707,67.0,2006,Action,THQ,SpongeBob SquarePants: The Yellow Avenger,0.55,0.21,0.0,0.16,0.915
1707,1708,82.0,2008,Fighting,THQ,WWE SmackDown vs. Raw 2009,0.5700000000000001,0.25,0.0,0.08,0.9
1708,1709,73.53,2010,Action,Electronic Arts,Dante's Inferno,0.6,0.195,0.02,0.07,0.885
1709,1710,56.0,1996,Sports,Acclaim Entertainment,Space Jam,0.51,0.35,0.0,0.06,0.92
1710,1711,57.0,2008,Action,Activision,Kung Fu Panda,0.495,0.315,0.0,0.09,0.905
1711,1712,79.0,1999,Fighting,Electronic Arts,Knockout Kings 2000,0.63,0.27,0.0,0.02,0.92
1712,1713,85.0,2012,Sports,Sony Computer Entertainment,MLB 12: The Show,0.8300000000000001,0.0,0.0,0.06,0.89
1713,1714,63.46,2006,Racing,Sega,Sonic Riders,0.71,0.18,0.0,0.03,0.92
1714,1715,65.0,2003,Racing,Empire Interactive,Starsky & Hutch,0.45,0.35,0.0,0.12,0.92
1715,1716,82.81,1996,Fighting,Sony Computer Entertainment,Tobal No.1,0.12,0.08,0.66,0.06,0.92
1716,1717,79.72,2007,Role-Playing,Microsoft Game Studios,Lost Odyssey,0.435,0.25,0.11,0.08499999999999999,0.88
1717,1718,75.4,2009,Shooter,Codemasters,Operation Flashpoint: Dragon Rising,0.225,0.445,0.05,0.165,0.89
1718,1719,30.5,2007,Sports,Bethesda Softworks,AMF Bowling Pinbusters!,0.84,0.0,0.0,0.07,0.905
1719,1720,65.0,2002,Sports,Activision,Street Hoops,0.45,0.35,0.0,0.12,0.91
1720,1721,78.91,2008,Strategy,Ubisoft,Tom Clancy's EndWar,0.565,0.24,0.01,0.08499999999999999,0.895
1721,1722,76.28,2002,Sports,Electronic Arts,Knockout Kings 2002,0.45,0.35,0.0,0.12,0.91
1722,1723,64.64,2003,Racing,Genki,Tokyo Xtreme Racer 3,0.35,0.27,0.21,0.09,0.91
1723,1724,88.82,2000,Racing,Codemasters,Colin McRae Rally 2.0,0.02,0.8,0.02,0.07,0.91
1724,1725,62.0,1998,Platform,Hasbro Interactive,Glover,0.72,0.17,0.0,0.01,0.91
1725,1726,64.05,,Misc,Unknown,Namco Museum,0.77,0.11,0.0,0.04,0.91
1726,1727,76.12,2009,Role-Playing,Activision,Marvel: Ultimate Alliance 2,0.665,0.14,0.0,0.07500000000000001,0.88
1727,1728,76.27,2004,Misc,Sega,Sonic Mega Collection Plus,0.61,0.26,0.0,0.04,0.91
1728,1729,83.95,2002,Sports,Electronic Arts,Tiger Woods PGA Tour 2002,0.44,0.35,0.0,0.12,0.9
1729,1730,70.0,1996,Racing,ASCII Entertainment,Mini-Yonku Shining Scorpion: Let's & Go!!,0.0,0.0,0.9,0.0,0.9
1730,1731,78.0,2004,Sports,Sony Computer Entertainment,MLB 2005,0.44,0.35,0.0,0.12,0.9
1731,1732,93.32,2005,Racing,Electronic Arts,Burnout Revenge,0.75,0.03,0.0,0.12,0.9
1732,1733,68.7,2008,Sports,Atari,We Ski & Snowboard,0.37,0.28500000000000003,0.15,0.08,0.885
1733,1734,72.75,1995,Racing,Psygnosis,Destruction Derby,0.5,0.34,0.0,0.06,0.9
1734,1735,72.0,2008,Puzzle,Midway Games,TouchMaster 2,0.3,0.485,0.0,0.1,0.885
1735,1736,40.38,1999,Action,989 Studios,3Xtreme,0.5,0.34,0.0,0.06,0.9
1736,1737,74.0,2006,Sports,Sony Computer Entertainment,Hot Shots Tennis,0.17,0.13,0.55,0.05,0.9
1737,1738,75.36,2003,Platform,Sega,Sonic Heroes,0.41,0.43,0.01,0.05,0.9
1738,1739,77.0,1998,Sports,Electronic Arts,Madden NFL 99,0.84,0.05,0.0,0.01,0.9
1739,1740,64.0,2007,Platform,Activision,Spider-Man 3,0.74,0.03,0.01,0.12,0.9
1740,1741,71.42,2002,Shooter,Electronic Arts,James Bond 007: Agent Under Fire,0.65,0.22,0.0,0.03,0.9
1741,1742,68.12,2008,Misc,Sega,Samba De Amigo,0.41000000000000003,0.36,0.01,0.095,0.875
1742,1743,78.0,2008,Sports,Electronic Arts,FIFA Soccer 09 All-Play,0.28,0.51,0.0,0.09,0.88
1743,1744,84.0,2004,Role-Playing,Activision,X-Men Legends,0.62,0.24,0.0,0.04,0.9
1744,1745,82.54,2004,Sports,Electronic Arts,NBA Live 2005,0.81,0.05,0.0,0.04,0.9
1745,1746,71.0,2003,Sports,Electronic Arts,Harry Potter: Quidditch World Cup,0.44,0.34,0.0,0.11,0.9
1746,1747,57.0,2005,Platform,Activision,Madagascar,0.62,0.24,0.0,0.03,0.89
1747,1748,76.0,2007,Sports,Electronic Arts,Madden NFL 08,0.81,0.005,0.0,0.07,0.875
1748,1749,88.32,2001,Platform,Konami Digital Entertainment,Castlevania: Circle of the Moon,0.6,0.22,0.05,0.02,0.89
1749,1750,77.0,2008,Role-Playing,Sega,Sonic Chronicles: The Dark Brotherhood,0.5,0.28,0.01,0.08499999999999999,0.87
1750,1751,81.62,2005,Sports,Electronic Arts,Tiger Woods PGA Tour 06,0.74,0.03,0.0,0.12,0.89
1751,1752,79.02,2004,Adventure,Nintendo,Classic NES Series: The Legend of Zelda,0.46,0.17,0.24,0.02,0.89
1752,1753,92.0,2004,Strategy,Nintendo,Fire Emblem: The Sacred Stones,0.42,0.16,0.3,0.02,0.89
1753,1754,52.0,2003,Action,THQ,Finding Nemo,0.69,0.18,0.0,0.02,0.89
1754,1755,81.0,1997,Simulation,Sony Computer Entertainment,Ace Combat 2,0.16,0.11,0.56,0.06,0.89
1755,1756,73.0,2009,Racing,Codemasters,F1 2009,0.15,0.61,0.0,0.11,0.865
1756,1757,86.85,2001,Sports,Sega,NFL 2K2,0.44,0.34,0.0,0.11,0.89
1757,1758,58.0,2006,Racing,Ubisoft,Monster 4X4: World Circuit,0.795,0.0,0.01,0.07,0.87
1758,1759,78.0,2000,Sports,Sony Computer Entertainment,MLB 2001,0.49,0.34,0.0,0.06,0.89
1759,1760,74.0,2006,Misc,Sony Computer Entertainment,SingStar Anthems,0.0,0.68,0.0,0.2,0.89
1760,1761,79.0,1996,Platform,Capcom,Mega Man 8 Anniversary Collector's Edition,0.44,0.3,0.09,0.06,0.88
1761,1762,82.0,2010,Fighting,THQ,WWE SmackDown vs. Raw 2011,0.43,0.33999999999999997,0.0,0.08499999999999999,0.855
1762,1763,42.0,2008,Misc,Pinnacle,Peppa Pig: The Game,0.0,0.8049999999999999,0.0,0.06,0.865
1763,1764,88.0,2005,Action,Take-Two Interactive,NBA 2K6,0.43,0.34,0.0,0.11,0.88
1764,1765,69.0,2007,Misc,Sony Computer Entertainment,Buzz! The Mega Quiz,0.32,0.25,0.0,0.305,0.88
1765,1766,63.0,1996,Shooter,CTO SpA,Star Wars: Rebel Assault II - The Hidden Empire,0.49,0.33,0.0,0.06,0.88
1766,1767,86.0,2004,Strategy,Konami Digital Entertainment,Metal Gear Ac!d,0.32,0.255,0.12,0.17,0.87
1767,1768,86.13,2004,Sports,Global Star,ESPN NHL 2K5,0.43,0.33,0.0,0.11,0.88
1768,1769,86.54,2008,Racing,Codemasters,GRID,0.325,0.425,0.01,0.09,0.86
1769,1770,89.15,2003,Simulation,Microsoft Game Studios,Crimson Skies: High Road to Revenge,0.65,0.19,0.0,0.03,0.87
1770,1771,55.0,2001,Shooter,TalonSoft,Spec Ops: Ranger Elite,0.49,0.33,0.0,0.06,0.87
1771,1772,77.0,1995,Platform,Crystal Dynamics,Gex,0.49,0.33,0.0,0.06,0.87
1772,1773,83.49,2007,Racing,Codemasters,DiRT,0.375,0.39,0.0,0.09,0.85
1773,1774,60.0,2010,Sports,Ubisoft,Gold's Gym: Dance Workout,0.635,0.185,0.0,0.075,0.89
1774,1775,81.58,2003,Shooter,Ubisoft,Tom Clancy's Ghost Recon: Island Thunder,0.61,0.24,0.0,0.03,0.87
1775,1776,64.0,1997,Racing,Infogrames,Need for Speed: V-Rally,0.43,0.2899999999999999,0.09,0.06,0.87
1776,1777,77.54,2008,Role-Playing,Square Enix,Kingdom Hearts Re: Chain of Memories,0.73,0.03,0.0,0.12,0.87
1777,1778,79.0,1996,Sports,Sony Computer Entertainment,NFL GameDay '97,0.48,0.33,0.0,0.06,0.87
1778,1779,75.0,2006,Sports,Activision,Tony Hawk's Project 8,0.72,0.03,0.0,0.12,0.87
1779,1780,82.0,1998,Sports,Electronic Arts,NHL 2000,0.48,0.33,0.0,0.06,0.87
1780,1781,87.31,2005,Fighting,Electronic Arts,Fight Night Round 2,0.72,0.03,0.0,0.12,0.87
1781,1782,60.17,2009,Misc,Disney Interactive Studios,Wizards of Waverly Place,0.58,0.195,0.0,0.08,0.855
1782,1783,76.41,2002,Shooter,SCi,Conflict: Desert Storm,0.48,0.37,0.0,0.02,0.87
1783,1784,69.5,2002,Sports,Electronic Arts,Triple Play 2002,0.43,0.33,0.0,0.11,0.87
1784,1785,90.0,2000,Role-Playing,Crave Entertainment,Vagrant Story,0.3,0.2,0.3,0.06,0.87
1785,1786,54.5,2007,Action,Tecmo Koei,Warriors Orochi,0.11,0.09,0.64,0.03,0.87
1786,1787,77.0,2007,Misc,Sony Computer Entertainment,SingStar '90s,0.1,0.59,0.0,0.18,0.87
1787,1788,81.23,2006,Sports,Konami Digital Entertainment,Winning Eleven: Pro Evolution Soccer 2007,0.01,0.72,0.12,0.01,0.86
1788,1789,76.61,2002,Fighting,Rage Software,Rocky,0.42,0.33,0.0,0.11,0.86
1789,1790,56.0,2001,Racing,Empire Interactive,Ford Racing,0.48,0.33,0.0,0.06,0.86
1790,1791,79.0,1997,Sports,Electronic Arts,Madden Football 64,0.81,0.04,0.0,0.01,0.86
1791,1792,74.0,1998,Sports,Sony Computer Entertainment,MLB 99,0.48,0.32,0.0,0.06,0.86
1792,1793,69.73,2003,Action,Tecmo Koei,Dynasty Warriors 4: Xtreme Legends,0.17,0.13,0.51,0.04,0.86
1793,1794,72.0,2007,Sports,Electronic Arts,FIFA Soccer 08,0.1,0.65,0.0,0.11,0.85
1794,1795,70.72,1999,Action,3DO,Army Men: Air Attack,0.47,0.32,0.0,0.06,0.85
1795,1796,85.0,2007,Sports,Take-Two Interactive,NBA 2K8,0.78,0.0,0.0,0.065,0.845
1796,1797,84.0,1996,Fighting,Virgin Interactive,Street Fighter Alpha 2,0.14,0.09,0.57,0.06,0.85
1797,1798,86.51,2004,Sports,Electronic Arts,Tiger Woods PGA Tour 2005,0.64,0.18,0.0,0.03,0.85
1798,1799,72.0,1997,Action,GT Interactive,Rampage World Tour,0.47,0.32,0.0,0.06,0.85
1799,1800,70.0,2007,Action,THQ,Ratatouille,0.31,0.21,0.0,0.32,0.85
1800,1801,73.0,1995,Sports,Sony Computer Entertainment,NFL GameDay,0.47,0.32,0.0,0.06,0.85
1801,1802,89.43,2002,Racing,Acclaim Entertainment,Burnout 2: Point of Impact,0.42,0.32,0.0,0.11,0.85
1802,1803,77.0,2000,Fighting,Virgin Interactive,Street Fighter EX3,0.32,0.25,0.2,0.08,0.85
1803,1804,82.0,2004,Action,Activision,Spider-Man 2,0.65,0.17,0.0,0.02,0.84
1804,1805,64.0,2008,Simulation,Ubisoft,Petz Dogz Fashion,0.455,0.3,0.0,0.09,0.84
1805,1806,63.0,2004,Action,THQ,The Incredibles,0.65,0.17,0.0,0.02,0.84
1806,1807,71.46,2003,Racing,Acclaim Entertainment,ATV Quad Power Racing 2,0.41,0.32,0.0,0.11,0.84
1807,1808,51.0,2001,Sports,THQ,Rocket Power: Team Rocket Rescue,0.47,0.32,0.0,0.05,0.84
1808,1809,66.41,2002,Racing,Empire Interactive,Big Mutha Truckers,0.41,0.32,0.0,0.11,0.84
1809,1810,81.92,2005,Role-Playing,Sony Computer Entertainment,Rogue Galaxy,0.24,0.16,0.39,0.05,0.84
1810,1811,85.0,2004,Sports,Sega,ESPN College Hoops 2K5,0.41,0.32,0.0,0.11,0.84
1811,1812,89.89,2004,Adventure,Nintendo,Metroid: Zero Mission,0.6,0.22,0.0,0.01,0.84
1812,1813,57.2,2007,Action,D3Publisher,Ben 10: Protector of Earth,0.09,0.305,0.0,0.435,0.84
1813,1814,58.0,1999,Puzzle,Atari,Q*bert,0.46,0.32,0.0,0.05,0.84
1814,1815,73.92,1999,Simulation,Sony Computer Entertainment,Ace Combat 3: Electrosphere,0.22,0.15,0.4,0.05,0.83
1815,1816,71.88,2000,Action,THQ,Dynasty Warriors 2,0.24,0.19,0.34,0.06,0.83
1816,1817,84.0,,Sports,Unknown,Madden NFL 07,0.77,0.03,0.0,0.04,0.83
1817,1818,55.0,2004,Action,Disney Interactive Studios,Lizzie McGuire 2: Lizzie Diaries,0.6,0.22,0.0,0.01,0.83
1818,1819,73.0,2000,Sports,Electronic Arts,FIFA Soccer World Championship,0.27,0.21,0.28,0.07,0.83
1819,1820,80.0,1992,Adventure,Virgin Interactive,The 7th Guest,0.55,0.77,0.0,0.045,1.365
1820,1821,82.0,1998,Action,Eidos Interactive,Tomb Raider: The Last Revelation,0.41,0.295,0.0,0.03,0.735
1821,1822,90.89,2004,Simulation,Electronic Arts,The Sims 2,1.555,0.16,0.0,0.025,1.7349999999999999
1822,1823,88.58,2000,Role-Playing,Havas Interactive,Diablo II,1.3949999999999998,0.07,0.0,0.01,1.4749999999999999
1823,1824,93.02,2002,Strategy,Vivendi Games,Warcraft III: Reign of Chaos,0.77,0.055,0.0,0.01,0.8300000000000001
1824,1825,86.69,2004,Shooter,Activision,Doom 3,0.555,0.03,0.0,0.005,0.5900000000000001
1825,1826,91.81,1999,Strategy,Microsoft Game Studios,Age of Empires II: The Age of Kings,1.355,0.05,0.0,0.01,1.4100000000000001
1826,1827,81.11,2005,Simulation,Electronic Arts,The Sims 2: University,0.845,0.03,0.0,0.005,0.88
1827,1828,93.0,1998,Strategy,Activision,StarCraft,1.855,0.025,0.0,0.005,1.89
1828,1829,89.8,2000,Simulation,Electronic Arts,The Sims,5.615,0.02,0.0,0.005,5.640000000000001
1829,1830,87.0,,Strategy,Microprose,RollerCoaster Tycoon,1.92,0.015,0.0,0.005,1.935
1830,1831,80.16,1992,Shooter,id Software,Doom,0.8150000000000001,0.56,0.0,0.065,1.44
