,Rank_avg,Review,Year,Genre,Publisher,Game Title,NA_avg,EU_avg,JP_avg,Other_avg,Global_avg
479,480,53.04,2008,Sports,Konami Digital Entertainment,Deca Sports,1.1099999999999999,0.845,0.2899999999999999,0.245,2.495
480,481,81.0,2008,Sports,Electronic Arts,Madden NFL 09,2.1950000000000003,0.11499999999999999,0.0,0.2,2.515
481,482,79.06999999999998,2001,Racing,Acclaim Entertainment,Crazy Taxi,1.13,1.12,0.06,0.22,2.52
482,483,94.2,2000,Action,Nintendo,Perfect Dark,1.55,0.75,0.16,0.06,2.52
483,484,84.0,1986,Role-Playing,Capcom,Dragon Warrior,0.49,0.0,1.01,0.76,2.26
484,485,82.09,2006,Role-Playing,Activision,Marvel: Ultimate Alliance,2.275,0.015,0.0,0.19,2.475
485,486,82.0,2008,Sports,Konami Digital Entertainment,PES 2009: Pro Evolution Soccer,0.13,0.875,0.26,1.24,2.5
486,487,84.0,1999,Misc,Nintendo,Mario Party 2,1.28,0.14,1.08,0.01,2.5
487,488,84.12,2011,Action,THQ,Saints Row: The Third,0.79,0.9550000000000001,0.16999999999999998,0.365,2.2750000000000004
488,489,91.0,2003,Action,Take-Two Interactive,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,1.84,0.56,0.0,0.09,2.49
489,490,79.0,2010,Action,Warner Bros. Interactive Entertainment,LEGO Harry Potter: Years 1-4,1.24,0.88,0.0,0.23,2.35
490,491,83.0,2002,Fighting,Midway Games,Mortal Kombat: Deadly Alliance,1.81,0.52,0.0,0.15,2.49
491,492,87.0,2008,Shooter,Sony Computer Entertainment,Resistance 2,1.125,0.8200000000000001,0.1,0.38,2.415
492,493,82.0,2008,Racing,Disney Interactive Studios,Pure,1.365,0.835,0.0,0.245,2.45
493,494,77.0,1998,Action,Eidos Interactive,Tomb Raider: The Last Revelation,1.15,1.14,0.06,0.13,2.48
494,495,84.0,2012,Sports,Take-Two Interactive,NBA 2K13,1.5350000000000001,0.305,0.045,0.21000000000000002,2.09
495,496,77.0,,Misc,Electronic Arts,Rock Band,1.9049999999999998,0.325,0.0,0.21,2.44
496,497,73.3,2002,Misc,Nintendo,Mario Party 4,1.13,0.36,0.92,0.07,2.47
497,498,66.5,2010,Misc,THQ,uDraw Studio,1.63,0.56,0.0,0.21000000000000002,2.4050000000000002
498,499,81.66,2008,Racing,Take-Two Interactive,Midnight Club: Los Angeles,1.445,0.5,0.05,0.29000000000000004,2.285
499,500,87.0,1992,Role-Playing,SquareSoft,Final Fantasy V,0.0,0.0,2.43,0.02,2.45
500,501,92.0,1997,Role-Playing,SquareSoft,Final Fantasy Tactics,0.93,0.12,1.34,0.06,2.45
501,502,86.44,1996,Racing,Sony Computer Entertainment,Twisted Metal 2,2.12,0.25,0.0,0.07,2.44
502,503,81.92,2011,Shooter,Microsoft Game Studios,Halo: Combat Evolved Anniversary,1.3599999999999999,0.675,0.04,0.21000000000000002,2.29
503,504,81.0,2006,Racing,Electronic Arts,Need for Speed Carbon: Own the City,0.865,0.9550000000000001,0.0,0.58,2.4
504,505,83.44,2003,Simulation,Electronic Arts,The Sims: Bustin' Out,1.07,1.19,0.0,0.18,2.43
505,506,84.0,1997,Adventure,Red Orb,Riven: The Sequel to Myst,1.52,0.82,0.0,0.1,2.43
506,507,82.77,2008,Shooter,Ubisoft,Tom Clancy's Rainbow Six: Vegas 2,1.54,0.6,0.02,0.23,2.3899999999999997
507,508,90.0,1998,Platform,Sega,Sonic Adventure,1.26,0.61,0.46,0.08,2.42
508,509,82.0,1988,Sports,Nintendo,Ice Hockey,1.27,0.32,0.78,0.05,2.42
509,510,82.0,2010,Sports,Konami Digital Entertainment,pro evolution soccer 2011,0.28,1.165,0.54,0.395,2.38
510,511,78.0,2003,Fighting,Atari,Dragon Ball Z: Budokai 2,1.63,0.22,0.51,0.06,2.41
511,512,83.12,2001,Racing,Sony Computer Entertainment,ATV Offroad Fury,2.07,0.26,0.0,0.08,2.41
512,513,82.78,1998,Action,Capcom,Dino Crisis,0.81,0.76,0.7,0.14,2.41
513,514,68.0,2007,Racing,Electronic Arts,Need for Speed: ProStreet,0.69,0.655,0.04,1.025,2.41
514,515,78.0,1996,Puzzle,JVC,Tetris Plus,2.1,0.24,0.0,0.07,2.4
515,516,80.0,1987,Fighting,Nintendo,Pro Wrestling,0.77,0.18,1.42,0.03,2.4
516,517,73.0,1997,Strategy,Electronic Arts,Theme Hospital,2.3,0.08,0.0,0.0,2.375
517,518,69.0,,Adventure,Konami Digital Entertainment,Frogger's Adventures: Temple of the Frog,2.15,0.18,0.0,0.07,2.39
518,519,59.0,2010,Sports,505 Games,Zumba Fitness,1.575,0.435,0.0,0.18,2.18
519,520,81.0,,Action,LucasArts,LEGO Indiana Jones: The Original Adventures,1.49,0.6,0.0,0.215,2.305
520,521,77.0,1994,Misc,Hasbro Interactive,Monopoly,1.49,0.81,0.0,0.1,2.39
521,522,72.84,2011,Action,Deep Silver,Dead Island,1.365,0.6599999999999999,0.0,0.2,2.225
522,523,91.96,2005,Misc,RedOctane,Guitar Hero,1.67,0.61,0.03,0.07,2.38
523,524,83.0,2007,Action,LucasArts,LEGO Star Wars: The Complete Saga,0.95,0.8049999999999999,0.0,0.33999999999999997,2.0949999999999998
524,525,75.0,2011,Misc,Microsoft Game Studios,Kinect: Disneyland Adventures,1.6600000000000001,0.39,0.02,0.18,2.245
525,526,82.76,1998,Fighting,THQ,WCW/nWo Revenge,1.94,0.39,0.03,0.02,2.38
526,527,75.0,2010,Sports,Electronic Arts,Madden NFL 11,2.005,0.14,0.0,0.195,2.3449999999999998
527,528,67.0,2001,Misc,Konami Digital Entertainment,Yu-Gi-Oh! The Duelists of the Roses,1.16,0.91,0.0,0.3,2.38
528,529,80.0,2007,Sports,Electronic Arts,Madden NFL 08,2.17,0.005,0.0,0.18,2.355
529,530,95.48,2004,Shooter,Vivendi Games,Half-Life 2,2.28,0.015,0.08,0.0,2.365
530,531,65.0,2004,Action,THQ,The Incredibles,0.96,1.08,0.04,0.3,2.37
531,532,84.0,2004,Sports,Activision,Tony Hawk's Underground 2,1.25,0.86,0.01,0.26,2.37
532,533,81.0,2009,Sports,Electronic Arts,Madden NFL 10,2.0149999999999997,0.125,0.0,0.20500000000000002,2.3449999999999998
533,534,67.25,2011,Sports,Microsoft Game Studios,Kinect Sports: Season Two,1.315,0.69,0.02,0.215,2.24
534,535,83.0,1995,Platform,Nintendo,Kirby's Dream Land 2,0.69,0.14,1.48,0.05,2.36
535,536,83.0,2010,Action,Warner Bros. Interactive Entertainment,LEGO Harry Potter: Years 1-4,1.0350000000000001,0.96,0.0,0.225,2.2199999999999998
536,537,80.64,2008,Racing,Take-Two Interactive,Midnight Club: Los Angeles,1.535,0.44,0.01,0.19,2.1799999999999997
537,538,78.0,2007,Fighting,THQ,WWE SmackDown vs Raw 2008,0.92,0.56,0.01,0.8499999999999999,2.34
538,539,69.0,2008,Sports,Ubisoft,My Fitness Coach,1.18,0.89,0.0,0.24,2.3099999999999996
539,540,82.77,2001,Action,Capcom,Resident Evil - Code: Veronica X,1.08,0.7,0.34,0.21,2.34
540,541,77.36,2010,Simulation,Electronic Arts,The Sims 3,0.95,0.63,0.0,0.16,1.74
541,542,50.0,2010,Misc,Ubisoft,Just Dance Kids,1.455,0.5,0.0,0.185,2.1399999999999997
542,543,86.0,2000,Sports,Nintendo,Mario Tennis,0.78,0.4,1.06,0.07,2.32
543,544,78.0,1997,Action,Take-Two Interactive,Grand Theft Auto,0.79,1.35,0.04,0.14,2.32
544,545,84.64,2004,Shooter,Electronic Arts,James Bond 007: Everything or Nothing,0.85,1.06,0.09,0.32,2.31
545,546,81.67,2004,Puzzle,Nintendo,WarioWare Touched!,0.51,0.445,1.21,0.13,2.29
546,547,86.0,1999,Racing,Electronic Arts,Need For Speed: High Stakes,1.58,0.64,0.0,0.09,2.31
547,548,91.98,1995,Role-Playing,SquareSoft,Chrono Trigger,0.28,0.0,2.02,0.01,2.31
548,549,90.02,2012,Action,NCSoft,Guild Wars 2,0.865,0.875,0.0,0.26,2.0
549,550,71.78,2011,Action,Deep Silver,Dead Island,0.9550000000000001,0.6599999999999999,0.14500000000000002,0.28500000000000003,2.045
550,551,86.2,1997,Action,Eidos Interactive,Tomb Raider II,0.91,1.25,0.0,0.13,2.29
551,552,82.0,2004,Racing,Electronic Arts,Need for Speed Underground 2,1.38,0.8,0.0,0.1,2.28
552,553,71.0,2009,Sports,Konami Digital Entertainment,Pro Evolution Soccer 2010,0.29000000000000004,1.26,0.46,0.255,2.26
553,554,91.0,1983,Platform,Nintendo,Mario Bros.,0.51,0.12,1.63,0.02,2.28
554,555,85.0,2008,Sports,Electronic Arts,FIFA Soccer 09,0.38,0.78,0.01,1.11,2.28
555,556,81.0,2008,Action,LucasArts,Star Wars: The Force Unleashed,0.975,0.8,0.0,0.33999999999999997,2.1149999999999998
556,557,83.98,2012,Shooter,Take-Two Interactive,Borderlands 2,0.855,0.6,0.085,0.28,1.8199999999999998
557,558,76.12,2012,Role-Playing,Nintendo,Paper Mario: Sticker Star,0.865,0.29000000000000004,0.585,0.095,1.835
558,559,84.0,2009,Misc,Sega,Sonic's Ultimate Genesis Collection,1.215,0.6699999999999999,0.0,0.315,2.2
559,560,74.0,2006,Misc,Sega,Super Monkey Ball: Banana Blitz,1.0350000000000001,0.91,0.04,0.235,2.2199999999999998
560,561,80.45,2002,Platform,Nintendo,Kirby: Nightmare in Dream Land,1.22,0.1,0.91,0.04,2.27
561,562,85.34,2001,Platform,Nintendo,Wario Land 4,0.9,0.73,0.54,0.09,2.26
562,563,85.0,2007,Misc,Activision,Guitar Hero III: Legends of Rock,1.38,0.515,0.02,0.29000000000000004,2.21
563,564,69.91,,Shooter,Activision,Call of Duty 3,1.16,0.83,0.0,0.23,2.2199999999999998
564,565,91.59,2007,Action,Capcom,Resident Evil 4,1.3,0.55,0.14,0.20500000000000002,2.195
565,566,84.0,2002,Adventure,Capcom,Onimusha 2: Samurai's Destiny,0.62,0.44,1.06,0.13,2.25
566,567,88.17,2004,Role-Playing,Nintendo,Paper Mario: The Thousand-Year Door,1.48,0.25,0.46,0.06,2.25
567,568,73.0,2011,Sports,Electronic Arts,Madden NFL 12,1.88,0.135,0.0,0.18,2.1950000000000003
568,569,84.9,2009,Role-Playing,Nintendo,Monster Hunter Tri,0.62,0.385,1.05,0.11,2.17
569,570,88.0,2008,Fighting,Square Enix,Dissidia: Final Fantasy,0.495,0.49,0.91,0.30499999999999994,2.205
570,571,81.0,2001,Platform,Sega,Sonic Advance,1.19,0.71,0.22,0.13,2.24
571,572,70.0,2001,Platform,Vivendi Games,Spyro: Season of Ice,1.29,0.83,0.0,0.11,2.23
572,573,79.0,2008,Action,Activision,LEGO Indiana Jones: The Original Adventures,1.385,0.585,0.0,0.20500000000000002,2.175
573,574,90.0,2003,Action,Ubisoft,Prince of Persia: The Sands of Time,0.88,1.03,0.0,0.31,2.22
574,575,78.91,2009,Puzzle,Warner Bros. Interactive Entertainment,Scribblenauts,1.605,0.29500000000000004,0.02,0.175,2.09
575,576,90.0,1998,Adventure,Nintendo,The Legend of Zelda: Link's Awakening DX,1.0,0.63,0.45,0.13,2.22
576,577,84.0,2010,Racing,Electronic Arts,Need for Speed: Hot Pursuit,0.96,0.935,0.0,0.215,2.1100000000000003
577,578,87.78,2010,Shooter,Take-Two Interactive,BioShock 2,1.385,0.52,0.02,0.19,2.115
578,579,88.0,2006,Action,Capcom,Devil May Cry 3: Dante's Awakening Special Edition,1.06,0.82,0.05,0.28,2.21
579,580,92.25,2008,Misc,Electronic Arts,Rock Band 2,1.76,0.22999999999999998,0.0,0.18,2.17
580,581,90.0,2007,Misc,Activision,Guitar Hero II,1.9649999999999999,0.015,0.0,0.165,2.145
581,582,90.0,2000,Platform,Nintendo,Wario Land 3,1.11,0.51,0.34,0.23,2.2
582,583,77.0,2008,Platform,Sega,Sonic Unleashed,1.195,0.66,0.02,0.20500000000000002,2.085
583,584,82.0,2011,Action,Konami Digital Entertainment,Pro Evolution Soccer 2012,0.33,0.9450000000000001,0.55,0.33,2.1550000000000002
584,585,86.0,2006,Action,THQ,Saints Row,1.16,0.765,0.02,0.22,2.16
585,586,93.0,2003,Role-Playing,Activision,Star Wars: Knights of the Old Republic,1.68,0.44,0.0,0.08,2.19
586,587,80.0,1992,Misc,Nintendo,Kirby's Pinball Land,0.87,0.17,1.1,0.05,2.19
587,588,86.0,2000,Platform,Nintendo,Donkey Kong Country,1.04,0.72,0.3,0.13,2.19
588,589,84.83,2012,Action,Square Enix,Hitman: Absolution,0.505,0.91,0.060000000000000005,0.365,1.8399999999999999
589,590,70.0,2000,Role-Playing,Konami Digital Entertainment,Yu-Gi-Oh: Duel Monsters 4,0.0,0.0,2.17,0.01,2.18
590,591,81.02,2002,Racing,THQ,ATV Offroad Fury 2,1.92,0.2,0.0,0.06,2.18
591,592,91.0,2003,Role-Playing,Nintendo,Mario & Luigi: Superstar Saga,1.48,0.17,0.47,0.06,2.17
592,593,84.15,2010,Role-Playing,Square Enix,Final Fantasy XIII,1.2,0.645,0.01,0.195,2.0549999999999997
593,594,84.0,1998,Simulation,Nintendo,Star Wars: Rogue Squadron,1.6,0.46,0.08,0.03,2.17
594,595,69.0,1984,Sports,Nintendo,Tennis,0.48,0.11,1.56,0.02,2.17
595,596,75.95,2001,Simulation,Electronic Arts,The Sims: House Party,1.23,0.83,0.0,0.1,2.16
596,597,50.0,2009,Sports,Ubisoft,Your Shape featuring Jenny McCarthy,1.4,0.45999999999999996,0.0,0.18,2.04
597,598,83.0,2000,Shooter,Sony Computer Entertainment,Syphon Filter 2,1.5,0.55,0.02,0.08,2.15
598,599,54.0,1987,Sports,Nintendo,Volleyball,0.14,0.03,1.98,0.0,2.15
599,600,64.65,2007,Shooter,Activision,Call of Duty: Roads to Victory,0.51,1.01,0.0,0.58,2.0949999999999998
600,601,94.0,1996,Role-Playing,Nintendo,Super Mario RPG: Legend of the Seven Stars,0.66,0.0,1.45,0.03,2.14
601,602,80.0,1983,Misc,Nintendo,Mahjong,0.01,0.0,2.13,0.0,2.14
602,603,81.0,1992,Simulation,Maxis,SimCity 2000,1.2,0.84,0.0,0.1,2.14
603,604,77.34999999999998,2004,Simulation,Konami Digital Entertainment,Dance Dance Revolution Extreme,1.04,0.81,0.0,0.27,2.13
604,605,85.0,2006,Puzzle,Nintendo,Tetris DS,0.63,0.05,1.35,0.07500000000000001,2.0999999999999996
605,606,87.64,2003,Role-Playing,SquareSoft,Final Fantasy Tactics Advance,0.82,0.37,0.89,0.05,2.13
606,607,71.0,2010,Action,Disney Interactive Studios,Toy Story 3: The Video Game,0.835,0.9099999999999999,0.02,0.20500000000000002,1.965
607,608,85.0,2006,Role-Playing,Square Enix,Final Fantasy III,0.88,0.035,1.07,0.08499999999999999,2.065
608,609,84.0,2010,Platform,Nintendo,Kirby's Epic Yarn,1.325,0.16,0.45,0.12,2.06
609,610,81.0,2001,Racing,Microsoft Game Studios,Project Gotham Racing,1.37,0.61,0.05,0.09,2.12
610,611,77.0,1989,Sports,Nintendo,Golf,0.83,0.33,0.92,0.04,2.12
611,612,85.0,2011,Sports,Take-Two Interactive,NBA 2K12,1.57,0.24,0.05,0.185,2.05
612,613,83.98,2009,Shooter,Take-Two Interactive,Borderlands,1.13,0.5549999999999999,0.0,0.27,1.955
613,614,88.0,2000,Sports,Activision,Tony Hawk's Pro Skater,1.68,0.4,0.0,0.03,2.11
614,615,78.0,2008,Sports,Konami Digital Entertainment,PES 2009: Pro Evolution Soccer,0.10500000000000001,1.33,0.4,0.26,2.0949999999999998
615,616,87.0,2002,Racing,Electronic Arts,Need for Speed: Hot Pursuit 2,1.68,0.31,0.02,0.09,2.11
616,617,65.56,2010,Sports,Nintendo,Mario Sports Mix,0.875,0.43,0.63,0.135,2.065
617,618,80.13,,Misc,MTV Games,Rock Band,1.33,0.55,0.0,0.2,2.08
618,619,78.68,2003,Action,Tecmo Koei,Dynasty Warriors 4,0.63,0.21,1.13,0.13,2.11
619,620,90.0,2011,Fighting,Warner Bros. Interactive Entertainment,Mortal Kombat,1.41,0.28500000000000003,0.0,0.14500000000000002,1.8399999999999999
620,621,85.0,1998,Role-Playing,SquareSoft,Parasite Eve,0.94,0.07,1.05,0.04,2.1
621,622,75.0,2002,Platform,THQ,Scooby-Doo! Night of 100 Frights,1.17,0.72,0.0,0.22,2.1
622,623,81.0,2002,Action,Microsoft Game Studios,Project Gotham Racing (JP weekly sales),1.54,0.44,0.04,0.07,2.1
623,624,78.0,2005,Racing,Electronic Arts,Need for Speed: Most Wanted 5-1-0,1.745,0.085,0.02,0.16,2.01
624,625,91.0,2011,Shooter,Valve Software,Portal 2,1.245,0.445,0.01,0.16,1.865
625,626,84.09,2005,Action,Capcom,Devil May Cry 3: Dante's Awakening,0.99,0.63,0.2899999999999999,0.19,2.09
626,627,85.1,2006,Action,Capcom,Dead Rising,1.13,0.635,0.08,0.2,2.04
627,628,57.0,2003,Action,THQ,Finding Nemo,1.26,0.6,0.05,0.18,2.09
628,629,89.0,2010,Action,Take-Two Interactive,NBA 2K11,1.8050000000000002,0.11,0.01,0.14500000000000002,2.0599999999999996
629,630,48.0,2009,Misc,Mindscape,Wipeout: The Game,1.875,0.0,0.0,0.135,2.005
630,631,46.83,2006,Simulation,Electronic Arts,The Sims 2: Pets,0.915,0.9299999999999999,0.0,0.22,2.07
631,632,88.98,2010,Action,Konami Digital Entertainment,Metal Gear Solid: Peace Walker,0.435,0.38,0.96,0.22999999999999998,2.005
632,633,91.45,2010,Role-Playing,Activision,World of Warcraft: Cataclysm,1.74,0.735,0.0,0.215,2.685
633,634,57.0,2002,Puzzle,THQ,Tetris Worlds,1.11,0.71,0.0,0.27,2.08
634,635,72.0,2008,Racing,Electronic Arts,Need For Speed: Undercover,0.615,0.96,0.05,0.375,1.99
635,636,70.92,2003,Misc,Nintendo,Mario Party 5,0.97,0.33,0.73,0.06,2.08
636,637,79.0,1998,Strategy,Electronic Arts,Sim Theme Park,2.04,0.03,0.0,0.0,2.065
637,638,83.0,1994,Strategy,Activision,Warcraft: Orcs & Humans,0.89,1.08,0.0,0.11,2.08
638,639,82.0,2010,Sports,Electronic Arts,Skate 3,0.675,0.73,0.0,0.27999999999999997,1.685
639,640,57.0,2002,Shooter,Take-Two Interactive,Spec Ops: Airborne Commando,1.54,0.46,0.0,0.08,2.07
640,641,82.13,2010,Role-Playing,Square Enix,Kingdom Hearts: Birth by Sleep,0.595,0.385,0.75,0.245,1.9749999999999999
641,642,85.0,2009,Fighting,THQ,UFC 2009 Undisputed,1.46,0.385,0.0,0.185,2.035
642,643,88.48,2011,Role-Playing,Namco Bandai Games,Dark Souls,0.625,0.415,0.53,0.185,1.7599999999999998
643,644,78.0,2001,Strategy,Konami Digital Entertainment,Yu-Gi-Oh! The Eternal Duelist Soul,1.64,0.36,0.0,0.07,2.07
644,645,71.0,2007,Racing,Electronic Arts,Need for Speed: ProStreet,1.03,0.78,0.01,0.215,2.0300000000000002
645,646,80.67,2010,Simulation,Electronic Arts,The Sims 3,0.575,0.695,0.02,0.26,1.55
646,647,86.5,2010,Action,Ubisoft,Tom Clancy's Splinter Cell: Conviction,1.155,0.64,0.04,0.195,2.0300000000000002
647,648,66.0,2004,Action,THQ,The Incredibles,1.15,0.77,0.04,0.1,2.06
648,649,86.0,1998,Racing,Namco Bandai Games,R4: Ridge Racer Type 4,0.68,0.46,0.79,0.13,2.06
649,650,88.0,2003,Fighting,Namco Bandai Games,SoulCalibur II,1.06,0.62,0.13,0.25,2.06
650,651,74.0,2007,Racing,Electronic Arts,Need for Speed: ProStreet,0.715,0.895,0.04,0.36,2.005
651,652,64.01,2005,Role-Playing,Nintendo,Pokémon Mystery Dungeon: Blue Rescue Team,1.145,0.034999999999999996,0.83,0.0,2.0149999999999997
652,653,76.39,2002,Misc,Infogrames,Sonic Mega Collection,1.47,0.48,0.05,0.06,2.05
653,654,85.0,1992,Sports,Arena Entertainment,NBA Jam,1.75,0.25,0.0,0.05,2.05
654,655,84.0,2007,Racing,Microsoft Game Studios,PGR4 - Project Gotham Racing 4,0.46499999999999997,1.27,0.02,0.25,2.01
655,656,87.0,2009,Role-Playing,Square Enix,Kingdom Hearts 358/2 Days,1.05,0.25,0.53,0.135,1.96
656,657,86.55,2011,Misc,Microsoft Game Studios,Dance Central 2,1.395,0.4,0.01,0.165,1.97
657,658,78.0,2008,Misc,Ubisoft,Rayman Raving Rabbids: TV Party,0.72,1.06,0.0,0.225,2.0
658,659,73.04,2006,Shooter,Sony Computer Entertainment,SOCOM: U.S. Navy SEALs: Combined Assault,1.74,0.02,0.0,0.28,2.04
659,660,83.0,2005,Action,Ubisoft,Peter Jackson's King Kong: The Official Game of the Movie,0.71,1.02,0.0,0.31,2.04
660,661,84.0,2003,Platform,Nintendo,Donkey Kong Country,1.2,0.48,0.2899999999999999,0.07,2.04
661,662,72.0,2011,Action,Electronic Arts,Need for Speed: The Run,0.5349999999999999,0.9850000000000001,0.03,0.355,1.9100000000000001
662,663,89.6,1998,Sports,Nintendo,1080°: TenEighty Snowboarding,1.25,0.61,0.13,0.05,2.03
663,664,69.7,2011,Misc,Ubisoft,Just Dance 3,1.43,0.37,0.0,0.165,1.9649999999999999
664,665,83.83,2003,Sports,Electronic Arts,NBA Live 2004,1.57,0.18,0.0,0.27,2.03
665,666,89.05,2008,Action,Electronic Arts,Dead Space,1.025,0.63,0.0,0.29000000000000004,1.94
666,667,89.78,2005,Shooter,Activision,Call of Duty 2,1.7349999999999999,0.035,0.01,0.14500000000000002,1.925
667,668,77.0,2007,Puzzle,Midway Games,TouchMaster,0.48,1.26,0.0,0.245,1.9899999999999998
668,669,87.0,1993,Fighting,Nintendo,Super Street Fighter II,0.52,0.16,1.29,0.03,2.0
669,670,84.26,1997,Action,Activision,Tenchu: Stealth Assassins,0.95,0.64,0.27,0.13,1.99
670,671,70.0,2002,Action,Electronic Arts,Harry Potter and the Chamber of Secrets,1.21,0.64,0.05,0.09,1.99
671,672,72.0,2002,Action,Electronic Arts,Harry Potter and the Chamber of Secrets,0.75,1.09,0.02,0.12,1.98
672,673,82.0,1991,Simulation,Nintendo,SimCity,0.93,0.27,0.75,0.04,1.98
673,674,69.03,2012,Shooter,Capcom,Resident Evil 6,0.9850000000000001,0.5549999999999999,0.060000000000000005,0.155,1.76
674,675,82.0,2010,Platform,Sega,Sonic Classic Collection,0.8200000000000001,0.685,0.0,0.16499999999999998,1.67
675,676,47.0,2002,Platform,Universal Interactive,Spyro: Enter the Dragonfly,0.74,0.95,0.0,0.28,1.97
676,677,85.57,2008,Shooter,Activision,Call of Duty: World at War,1.165,0.5700000000000001,0.0,0.185,1.92
677,678,73.61,2003,Action,Capcom,Devil May Cry 2,0.71,0.5799999999999998,0.51,0.17,1.97
678,679,87.78,2008,Racing,Electronic Arts,Burnout Paradise,0.98,0.5800000000000001,0.02,0.28,1.865
679,680,86.0,2004,Sports,Sony Computer Entertainment,Hot Shots Golf: Open Tee,0.485,0.5,0.63,0.325,1.94
680,681,78.0,1986,Racing,Nintendo,Rad Racer,1.13,0.37,0.41,0.05,1.96
681,682,51.0,1985,Sports,Nintendo,Soccer,0.18,0.23,1.53,0.02,1.96
682,683,72.23999999999998,2006,Platform,Nintendo,Kirby Squeak Squad,0.78,0.02,1.05,0.08,1.935
683,684,89.39,2006,Shooter,Ubisoft,Tom Clancy's Rainbow Six: Vegas,1.0750000000000002,0.64,0.02,0.195,1.935
684,685,67.02,2003,Racing,Vivendi Games,Crash Nitro Kart,0.74,1.01,0.0,0.2,1.95
685,686,92.29,2005,Action,Take-Two Interactive,Grand Theft Auto: San Andreas,1.26,0.61,0.0,0.09,1.95
686,687,82.0,1994,Shooter,LucasArts,Star Wars: Dark Forces,1.09,0.77,0.0,0.09,1.95
687,688,88.0,2003,Sports,Electronic Arts,NBA Street Vol. 2,1.69,0.2,0.0,0.06,1.95
688,689,80.06999999999998,2003,Fighting,Electronic Arts,Def Jam Vendetta,0.95,0.74,0.0,0.25,1.94
689,690,88.0,2008,Sports,Electronic Arts,FIFA Soccer 09,0.485,1.255,0.01,0.18,1.93
690,691,62.78,1999,Misc,Disney Interactive Studios,Who wants to be a millionaire,1.94,0.695,0.0,0.08,2.715
691,692,65.0,2001,Adventure,THQ,Scooby Doo and the Cyber Chase,0.59,1.23,0.0,0.13,1.94
692,693,54.62,1989,Puzzle,Nintendo,Alleyway,0.96,0.38,0.55,0.05,1.94
693,694,91.0,2004,Fighting,Atari,Dragon Ball Z: Budokai 3,1.09,0.15,0.65,0.04,1.94
694,695,81.0,1997,Racing,Sony Computer Entertainment,Jet Moto 2,1.41,0.42,0.03,0.07,1.94
695,696,67.03,2002,Shooter,Ubisoft,Tom Clancy's Ghost Recon,1.42,0.4,0.0,0.12,1.94
696,697,85.0,2004,Role-Playing,Activision,X-Men Legends,1.0,0.72,0.0,0.21,1.93
697,698,83.41,2008,Misc,Activision,Guitar Hero: World Tour,1.07,0.535,0.0,0.265,1.87
698,699,86.0,1993,Fighting,Acclaim Entertainment,Mortal Kombat II,1.48,0.39,0.0,0.06,1.93
699,700,92.5,1995,Fighting,Sega,Virtua Fighter 2,0.34,0.26,1.3,0.03,1.93
700,701,90.0,1998,Puzzle,Nintendo,Tetris DX,1.06,0.6,0.2,0.07,1.93
701,702,69.72,2008,Sports,Nintendo,Mario Super Sluggers,1.46,0.0,0.2899999999999999,0.125,1.88
702,703,91.0,2001,Action,Nintendo,The Legend of Zelda: Oracle of Ages,0.92,0.53,0.41,0.06,1.92
703,704,71.0,2009,Racing,Electronic Arts,Need for Speed: Shift,0.7050000000000001,0.9450000000000001,0.01,0.215,1.87
704,705,85.0,2001,Shooter,THQ,Red Faction,0.76,0.96,0.0,0.2,1.92
705,706,78.37,2003,Simulation,Electronic Arts,The Sims: Makin' Magic,1.03,0.8,0.0,0.09,1.92
706,707,78.75,2004,Racing,THQ,MX Unleashed,0.94,0.73,0.0,0.25,1.92
707,708,83.0,1996,Misc,Sony Computer Entertainment,PaRappa The Rapper,0.26,0.16,1.46,0.03,1.92
708,709,55.36,2009,Misc,Disney Interactive Studios,Toy Story Mania!,0.9750000000000001,0.64,0.0,0.175,1.795
709,710,82.0,2000,Misc,Nintendo,Mario Party 3,0.72,0.16,1.01,0.02,1.91
710,711,80.0,2008,Action,LucasArts,Star Wars: The Force Unleashed,1.095,0.5449999999999999,0.0,0.185,1.83
711,712,46.0,2008,Misc,Midway Games,Game Party 2,1.27,0.43,0.0,0.17,1.87
712,713,77.0,2011,Action,LucasArts,LEGO Star Wars III: The Clone Wars,0.95,0.535,0.0,0.15000000000000002,1.635
713,714,88.0,2001,Simulation,LucasArts,Star Wars Rogue Leader: Rogue Squadron II,1.03,0.75,0.03,0.09,1.9
714,715,84.75,2012,Shooter,Take-Two Interactive,Max Payne 3,0.505,0.73,0.06,0.265,1.565
715,716,79.0,2008,Sports,Electronic Arts,Madden NFL 09,1.5550000000000002,0.135,0.0,0.175,1.865
716,717,90.0,2009,Platform,Sony Computer Entertainment,Ratchet & Clank Future: A Crack in Time,1.01,0.495,0.03,0.245,1.785
717,718,68.0,1999,Role-Playing,Konami Digital Entertainment,Yu-Gi-Oh! Forbidden Memories,1.37,0.44,0.0,0.08,1.88
718,719,87.0,2004,Fighting,Midway Games,Mortal Kombat: Deception,0.92,0.72,0.0,0.24,1.88
719,720,82.0,1999,Sports,Sony Computer Entertainment,Hot Shots Golf 2,0.25,0.12,1.48,0.03,1.88
720,721,81.0,2005,Shooter,Electronic Arts,Medal of Honor: European Assault (All Region sales),0.89,0.69,0.09,0.21,1.88
